"","aproovitykk_id","kp","satel","B02","B03","B04","B05","B06","B07","B08","B11","B12","B2","B3","B4","B5","B6","B7","B9","muld","MA","KU","KS","MUU","21","37","42","43","44","45","48","51","53","61","64","77","999"
"1",34102,2015-06-12,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8201,7488,6441,17733,9406,6768,5043,45,0,3,96,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2",34102,2015-08-04,"S2",743,582,329,590,2141,2823,2775,973,366,NA,NA,NA,NA,NA,NA,NA,45,0,3,96,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"3",34102,2015-08-08,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,0,3,96,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"4",34102,2015-08-24,"S2",840,649,404,636,2029,2605,2582,985,379,NA,NA,NA,NA,NA,NA,NA,45,0,3,96,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"5",34102,2015-09-30,"S2",926,742,492,791,1735,2164,2141,1056,427,NA,NA,NA,NA,NA,NA,NA,45,0,3,96,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"6",34102,2016-04-27,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,0,3,96,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"7",34102,2016-05-10,"S2",840,721,441,816,1932,2304,2321,1258,593,NA,NA,NA,NA,NA,NA,NA,45,0,3,96,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"8",34102,2016-06-14,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8220,7404,6404,17452,9130,6619,5062,45,0,3,96,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"9",34102,2017-05-02,"S2",898,733,636,934,1611,1859,1922,1442,808,NA,NA,NA,NA,NA,NA,NA,45,0,3,96,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"10",34102,2017-05-05,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,0,3,96,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"11",34102,2017-06-17,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8424,7638,6575,18450,9251,6707,NA,45,0,3,96,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"12",34102,2017-08-30,"S2",841,653,390,632,2064,2621,2627,1026,373,NA,NA,NA,NA,NA,NA,NA,45,0,3,96,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"13",34102,2017-09-24,"S2",907,709,461,728,1803,2357,2397,992,404,NA,NA,NA,NA,NA,NA,NA,45,0,3,96,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"14",34102,2018-05-10,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8106,7536,6699,14170,9468,7171,NA,45,0,3,96,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"15",34102,2018-05-10,"S2",789,705,433,880,1947,2321,2389,1242,617,NA,NA,NA,NA,NA,NA,NA,45,0,3,96,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"16",34102,2018-05-12,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8327,7725,6652,15625,9766,7035,NA,45,0,3,96,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"17",34102,2018-05-26,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8092,7290,6354,16936,8952,6563,NA,45,0,3,96,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"18",34102,2018-05-27,"S2",922,765,481,801,2405,3044,3019,1274,570,NA,NA,NA,NA,NA,NA,NA,45,0,3,96,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"19",34102,2018-05-28,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8359,7489,6448,18064,9484,6829,NA,45,0,3,96,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"20",34102,2018-05-30,"S2",758,599,337,630,2133,2757,2793,1049,429,NA,NA,NA,NA,NA,NA,NA,45,0,3,96,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"21",34102,2018-06-09,"S2",725,575,322,614,2171,2847,2849,1026,412,NA,NA,NA,NA,NA,NA,NA,45,0,3,96,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"22",34102,2018-08-23,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8230,7352,6626,14712,8482,6425,NA,45,0,3,96,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"23",34102,2018-08-23,"S2",836,652,417,614,1848,2429,2438,996,423,NA,NA,NA,NA,NA,NA,NA,45,0,3,96,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"24",34102,2018-09-19,"S2",907,705,446,674,1799,2311,2368,1046,414,NA,NA,NA,NA,NA,NA,NA,45,0,3,96,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"25",34111,2015-06-12,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8177,7390,6463,13894,8602,6571,5035,77,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"26",34111,2015-08-04,"S2",729,553,330,507,1506,1854,1753,795,315,NA,NA,NA,NA,NA,NA,NA,77,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"27",34111,2015-08-08,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8487,7499,6612,12726,8070,6191,5034,77,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"28",34111,2015-08-24,"S2",813,612,385,544,1448,1744,1676,781,300,NA,NA,NA,NA,NA,NA,NA,77,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"29",34111,2015-09-30,"S2",895,639,401,558,1232,1483,1356,775,338,NA,NA,NA,NA,NA,NA,NA,77,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"30",34111,2016-04-27,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"31",34111,2016-05-10,"S2",818,658,448,643,1340,1584,1568,984,459,NA,NA,NA,NA,NA,NA,NA,77,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"32",34111,2016-06-14,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"33",34111,2017-05-02,"S2",829,634,464,714,1384,1656,1633,1036,524,NA,NA,NA,NA,NA,NA,NA,77,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"34",34111,2017-05-05,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"35",34111,2017-06-17,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8520,7697,6758,13797,8874,6739,NA,77,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"36",34111,2017-08-30,"S2",829,609,375,528,1506,1905,1692,883,326,NA,NA,NA,NA,NA,NA,NA,77,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"37",34111,2017-09-24,"S2",882,637,413,560,1310,1627,1477,759,328,NA,NA,NA,NA,NA,NA,NA,77,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"38",34111,2018-05-10,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"39",34111,2018-05-10,"S2",764,602,408,639,1354,1567,1550,974,457,NA,NA,NA,NA,NA,NA,NA,77,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"40",34111,2018-05-12,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8408,7894,6840,15396,10350,7605,NA,77,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"41",34111,2018-05-26,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"42",34111,2018-05-27,"S2",861,695,449,689,1785,2262,1989,1082,474,NA,NA,NA,NA,NA,NA,NA,77,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"43",34111,2018-05-28,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8374,7664,6600,18145,9941,7221,NA,77,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"44",34111,2018-05-30,"S2",766,608,397,611,1627,2016,1850,972,415,NA,NA,NA,NA,NA,NA,NA,77,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"45",34111,2018-06-09,"S2",732,584,361,601,1646,2076,1897,938,381,NA,NA,NA,NA,NA,NA,NA,77,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"46",34111,2018-08-23,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"47",34111,2018-08-23,"S2",846,649,424,562,1308,1720,1572,773,337,NA,NA,NA,NA,NA,NA,NA,77,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"48",34111,2018-09-19,"S2",897,660,417,547,1292,1573,1480,799,322,NA,NA,NA,NA,NA,NA,NA,77,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"49",34235,2015-06-12,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8221,7574,6407,18618,9399,6701,5046,21,0,8,72,20,1,0,0,0,0,0,0,0,0,0,0,0,0
"50",34235,2015-08-04,"S2",746,600,344,654,2536,3301,3079,1254,475,NA,NA,NA,NA,NA,NA,NA,21,0,8,72,20,1,0,0,0,0,0,0,0,0,0,0,0,0
"51",34235,2015-08-08,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,8,72,20,1,0,0,0,0,0,0,0,0,0,0,0,0
"52",34235,2015-08-24,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,8,72,20,1,0,0,0,0,0,0,0,0,0,0,0,0
"53",34235,2015-09-30,"S2",937,737,481,842,1951,2425,2376,1199,505,NA,NA,NA,NA,NA,NA,NA,21,0,8,72,20,1,0,0,0,0,0,0,0,0,0,0,0,0
"54",34235,2016-04-27,"S2",897,689,564,832,1393,1626,1635,1210,651,NA,NA,NA,NA,NA,NA,NA,21,0,8,72,20,1,0,0,0,0,0,0,0,0,0,0,0,0
"55",34235,2016-05-10,"S2",879,772,492,937,1955,2231,2097,1242,583,NA,NA,NA,NA,NA,NA,NA,21,0,8,72,20,1,0,0,0,0,0,0,0,0,0,0,0,0
"56",34235,2016-06-14,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,8,72,20,1,0,0,0,0,0,0,0,0,0,0,0,0
"57",34235,2017-05-02,"S2",878,682,563,803,1343,1596,1647,1257,671,NA,NA,NA,NA,NA,NA,NA,21,0,8,72,20,1,0,0,0,0,0,0,0,0,0,0,0,0
"58",34235,2017-05-05,"S2",997,808,713,948,1528,1755,1758,1347,810,NA,NA,NA,NA,NA,NA,NA,21,0,8,72,20,1,0,0,0,0,0,0,0,0,0,0,0,0
"59",34235,2017-06-17,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8682,8124,6986,20231,10815,7465,NA,21,0,8,72,20,1,0,0,0,0,0,0,0,0,0,0,0,0
"60",34235,2017-08-30,"S2",864,691,412,693,2306,3113,2917,1289,496,NA,NA,NA,NA,NA,NA,NA,21,0,8,72,20,1,0,0,0,0,0,0,0,0,0,0,0,0
"61",34235,2017-09-24,"S2",925,722,476,775,1988,2398,2484,1254,511,NA,NA,NA,NA,NA,NA,NA,21,0,8,72,20,1,0,0,0,0,0,0,0,0,0,0,0,0
"62",34235,2018-05-10,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8100,7601,6665,14250,9477,7147,NA,21,0,8,72,20,1,0,0,0,0,0,0,0,0,0,0,0,0
"63",34235,2018-05-10,"S2",802,688,441,812,1731,1963,1961,1157,546,NA,NA,NA,NA,NA,NA,NA,21,0,8,72,20,1,0,0,0,0,0,0,0,0,0,0,0,0
"64",34235,2018-05-12,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,8,72,20,1,0,0,0,0,0,0,0,0,0,0,0,0
"65",34235,2018-05-26,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8039,7481,6356,19696,9654,6754,NA,21,0,8,72,20,1,0,0,0,0,0,0,0,0,0,0,0,0
"66",34235,2018-05-27,"S2",869,762,431,808,2781,3412,3455,1395,568,NA,NA,NA,NA,NA,NA,NA,21,0,8,72,20,1,0,0,0,0,0,0,0,0,0,0,0,0
"67",34235,2018-05-28,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,8,72,20,1,0,0,0,0,0,0,0,0,0,0,0,0
"68",34235,2018-05-30,"S2",760,650,348,747,2788,3496,3393,1286,522,NA,NA,NA,NA,NA,NA,NA,21,0,8,72,20,1,0,0,0,0,0,0,0,0,0,0,0,0
"69",34235,2018-06-09,"S2",736,629,340,722,2782,3492,3389,1262,518,NA,NA,NA,NA,NA,NA,NA,21,0,8,72,20,1,0,0,0,0,0,0,0,0,0,0,0,0
"70",34235,2018-08-23,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8249,7562,6749,15133,9962,7217,NA,21,0,8,72,20,1,0,0,0,0,0,0,0,0,0,0,0,0
"71",34235,2018-08-23,"S2",814,643,402,641,2057,2799,2650,1205,466,NA,NA,NA,NA,NA,NA,NA,21,0,8,72,20,1,0,0,0,0,0,0,0,0,0,0,0,0
"72",34235,2018-09-19,"S2",927,710,456,731,2009,2624,2535,1268,481,NA,NA,NA,NA,NA,NA,NA,21,0,8,72,20,1,0,0,0,0,0,0,0,0,0,0,0,0
"73",34237,2015-06-12,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8237,7568,6465,16975,9370,6778,5035,42,0,40,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0
"74",34237,2015-08-04,"S2",732,579,316,541,1901,2535,2477,1076,411,NA,NA,NA,NA,NA,NA,NA,42,0,40,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0
"75",34237,2015-08-08,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,0,40,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0
"76",34237,2015-08-24,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,0,40,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0
"77",34237,2015-09-30,"S2",898,654,399,616,1261,1573,1686,748,355,NA,NA,NA,NA,NA,NA,NA,42,0,40,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0
"78",34237,2016-04-27,"S2",857,639,462,756,1273,1411,1365,880,461,NA,NA,NA,NA,NA,NA,NA,42,0,40,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0
"79",34237,2016-05-10,"S2",855,713,457,721,1714,1813,1823,1043,564,NA,NA,NA,NA,NA,NA,NA,42,0,40,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0
"80",34237,2016-06-14,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,0,40,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0
"81",34237,2017-05-02,"S2",837,638,480,750,1236,1591,1456,1125,650,NA,NA,NA,NA,NA,NA,NA,42,0,40,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0
"82",34237,2017-05-05,"S2",983,799,668,896,1365,1546,1585,1241,756,NA,NA,NA,NA,NA,NA,NA,42,0,40,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0
"83",34237,2017-06-17,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8527,7798,6662,16668,9298,6815,NA,42,0,40,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0
"84",34237,2017-08-30,"S2",834,640,367,558,1886,2372,2220,989,370,NA,NA,NA,NA,NA,NA,NA,42,0,40,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0
"85",34237,2017-09-24,"S2",892,652,390,581,1553,1945,1875,830,343,NA,NA,NA,NA,NA,NA,NA,42,0,40,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0
"86",34237,2018-05-10,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8041,7381,6535,12338,8748,6891,NA,42,0,40,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0
"87",34237,2018-05-10,"S2",771,624,394,726,1430,1629,1663,1050,493,NA,NA,NA,NA,NA,NA,NA,42,0,40,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0
"88",34237,2018-05-12,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,0,40,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0
"89",34237,2018-05-26,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8131,7550,6392,17215,9500,6864,NA,42,0,40,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0
"90",34237,2018-05-27,"S2",844,712,402,772,2258,2702,2597,1181,496,NA,NA,NA,NA,NA,NA,NA,42,0,40,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0
"91",34237,2018-05-28,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,0,40,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0
"92",34237,2018-05-30,"S2",757,619,342,634,2211,2606,2540,1117,458,NA,NA,NA,NA,NA,NA,NA,42,0,40,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0
"93",34237,2018-06-09,"S2",728,601,320,664,2283,2798,2577,1057,469,NA,NA,NA,NA,NA,NA,NA,42,0,40,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0
"94",34237,2018-08-23,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8091,7225,6433,13360,8052,6248,NA,42,0,40,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0
"95",34237,2018-08-23,"S2",796,604,361,586,1832,2133,2118,1014,343,NA,NA,NA,NA,NA,NA,NA,42,0,40,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0
"96",34237,2018-09-19,"S2",895,661,396,629,1634,2004,1947,926,341,NA,NA,NA,NA,NA,NA,NA,42,0,40,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0
"97",34264,2015-06-12,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8196,7538,6437,15712,9087,6735,5044,42,0,20,25,55,0,0,1,0,0,0,0,0,0,0,0,0,0
"98",34264,2015-08-04,"S2",715,550,296,528,1578,2047,2172,837,331,NA,NA,NA,NA,NA,NA,NA,42,0,20,25,55,0,0,1,0,0,0,0,0,0,0,0,0,0
"99",34264,2015-08-08,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,0,20,25,55,0,0,1,0,0,0,0,0,0,0,0,0,0
"100",34264,2015-08-24,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,0,20,25,55,0,0,1,0,0,0,0,0,0,0,0,0,0
"101",34264,2015-09-30,"S2",866,595,365,509,953,1055,1051,535,237,NA,NA,NA,NA,NA,NA,NA,42,0,20,25,55,0,0,1,0,0,0,0,0,0,0,0,0,0
"102",34264,2016-04-27,"S2",831,591,442,607,890,970,1022,688,395,NA,NA,NA,NA,NA,NA,NA,42,0,20,25,55,0,0,1,0,0,0,0,0,0,0,0,0,0
"103",34264,2016-05-10,"S2",884,755,523,798,1535,1823,1833,1237,642,NA,NA,NA,NA,NA,NA,NA,42,0,20,25,55,0,0,1,0,0,0,0,0,0,0,0,0,0
"104",34264,2016-06-14,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,0,20,25,55,0,0,1,0,0,0,0,0,0,0,0,0,0
"105",34264,2017-05-02,"S2",827,605,493,629,977,1024,1162,940,560,NA,NA,NA,NA,NA,NA,NA,42,0,20,25,55,0,0,1,0,0,0,0,0,0,0,0,0,0
"106",34264,2017-05-05,"S2",1116,918,856,1023,1330,1502,1525,1347,917,NA,NA,NA,NA,NA,NA,NA,42,0,20,25,55,0,0,1,0,0,0,0,0,0,0,0,0,0
"107",34264,2017-06-17,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8594,7759,6773,14544,8969,6883,NA,42,0,20,25,55,0,0,1,0,0,0,0,0,0,0,0,0,0
"108",34264,2017-08-30,"S2",801,586,340,487,1263,1650,1669,687,283,NA,NA,NA,NA,NA,NA,NA,42,0,20,25,55,0,0,1,0,0,0,0,0,0,0,0,0,0
"109",34264,2017-09-24,"S2",857,603,374,533,1016,1196,1243,640,297,NA,NA,NA,NA,NA,NA,NA,42,0,20,25,55,0,0,1,0,0,0,0,0,0,0,0,0,0
"110",34264,2018-05-10,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8037,7316,6604,10860,8421,6989,NA,42,0,20,25,55,0,0,1,0,0,0,0,0,0,0,0,0,0
"111",34264,2018-05-10,"S2",783,640,433,661,1181,1349,1436,951,527,NA,NA,NA,NA,NA,NA,NA,42,0,20,25,55,0,0,1,0,0,0,0,0,0,0,0,0,0
"112",34264,2018-05-12,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,0,20,25,55,0,0,1,0,0,0,0,0,0,0,0,0,0
"113",34264,2018-05-26,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8082,7290,6344,14798,8536,6639,NA,42,0,20,25,55,0,0,1,0,0,0,0,0,0,0,0,0,0
"114",34264,2018-05-27,"S2",871,714,455,738,1821,2178,2287,1109,538,NA,NA,NA,NA,NA,NA,NA,42,0,20,25,55,0,0,1,0,0,0,0,0,0,0,0,0,0
"115",34264,2018-05-28,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,0,20,25,55,0,0,1,0,0,0,0,0,0,0,0,0,0
"116",34264,2018-05-30,"S2",744,596,339,549,1723,1971,2102,894,419,NA,NA,NA,NA,NA,NA,NA,42,0,20,25,55,0,0,1,0,0,0,0,0,0,0,0,0,0
"117",34264,2018-06-09,"S2",719,584,323,586,1831,2195,2308,907,420,NA,NA,NA,NA,NA,NA,NA,42,0,20,25,55,0,0,1,0,0,0,0,0,0,0,0,0,0
"118",34264,2018-08-23,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8003,7074,6334,10582,7156,5872,NA,42,0,20,25,55,0,0,1,0,0,0,0,0,0,0,0,0,0
"119",34264,2018-08-23,"S2",780,593,348,487,1308,1601,1805,740,288,NA,NA,NA,NA,NA,NA,NA,42,0,20,25,55,0,0,1,0,0,0,0,0,0,0,0,0,0
"120",34264,2018-09-19,"S2",890,662,413,598,1281,1597,1691,810,355,NA,NA,NA,NA,NA,NA,NA,42,0,20,25,55,0,0,1,0,0,0,0,0,0,0,0,0,0
"121",34268,2015-06-12,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8236,7463,6547,13006,8266,6486,5038,42,63,29,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0
"122",34268,2015-08-04,"S2",724,555,317,506,1337,1657,1673,638,261,NA,NA,NA,NA,NA,NA,NA,42,63,29,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0
"123",34268,2015-08-08,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8601,7635,6705,13110,7906,6221,5035,42,63,29,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0
"124",34268,2015-08-24,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,63,29,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0
"125",34268,2015-09-30,"S2",882,651,401,630,1360,1682,1601,627,245,NA,NA,NA,NA,NA,NA,NA,42,63,29,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0
"126",34268,2016-04-27,"S2",819,623,409,617,1230,1425,1479,678,338,NA,NA,NA,NA,NA,NA,NA,42,63,29,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0
"127",34268,2016-05-10,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,63,29,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0
"128",34268,2016-06-14,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,63,29,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0
"129",34268,2017-05-02,"S2",795,607,400,624,1218,1415,1486,781,401,NA,NA,NA,NA,NA,NA,NA,42,63,29,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0
"130",34268,2017-05-05,"S2",919,734,567,781,1369,1531,1579,936,585,NA,NA,NA,NA,NA,NA,NA,42,63,29,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0
"131",34268,2017-06-17,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8764,7961,7018,14026,8720,6824,NA,42,63,29,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0
"132",34268,2017-08-30,"S2",805,609,360,521,1352,1716,1659,685,269,NA,NA,NA,NA,NA,NA,NA,42,63,29,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0
"133",34268,2017-09-24,"S2",889,648,398,608,1372,1670,1644,654,289,NA,NA,NA,NA,NA,NA,NA,42,63,29,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0
"134",34268,2018-05-10,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8010,7194,6478,10936,7920,6447,NA,42,63,29,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0
"135",34268,2018-05-10,"S2",754,579,378,578,1137,1408,1397,746,377,NA,NA,NA,NA,NA,NA,NA,42,63,29,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0
"136",34268,2018-05-12,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8271,7302,6540,10761,7773,6419,NA,42,63,29,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0
"137",34268,2018-05-26,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8087,7268,6460,12706,8057,6375,NA,42,63,29,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0
"138",34268,2018-05-27,"S2",846,686,452,683,1598,1930,1884,921,447,NA,NA,NA,NA,NA,NA,NA,42,63,29,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0
"139",34268,2018-05-28,"LC08",NA,NA,NA,NA,NA,NA,NA,NA,NA,8379,7528,6633,12706,8310,6606,NA,42,63,29,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0
"140",34268,2018-05-30,"S2",742,575,356,519,1233,1610,1630,712,313,NA,NA,NA,NA,NA,NA,NA,42,63,29,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0
"141",34268,2018-06-09,"S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,63,29,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0
